code,generic_name,brand_name,dosage_form
11822-0026,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",Rite Aid Ryshi Facial Mist Sunscreen Broad Spectrum SPF 30,SPRAY
11822-0027,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",Rite Aid Ryshi Sunscreen with Hyaluronic Acid and Collagen Broad Spectrum SPF 50,SPRAY
11822-0029,Nicotine Polacrilex,Nicotine,"GUM, CHEWING"
11822-0040,Calcium Carbonate,Cherry Antacid Relief Chew,"TABLET, CHEWABLE"
11822-0046,Guaifenesin and Pseudoephedrine HCL,Guaifenesin and Pseudoephedrine HCl,"TABLET, EXTENDED RELEASE"
11822-0048,Calcium Carbonate,Rite Aid Wild Berry Antacid Chews,"TABLET, CHEWABLE"
11822-0049,"Avobenzone, Homosalate, Octisalate, Octocrylene","Rite Aid Ryshi Sunscreen Face Primer Shea Butter, Aloe, Mineral Oil, and Vitamin E Broad Spectrum SPF 30",LOTION
11822-0050,"Diphenhydramine Citrate, Ibuprofen",ibuprofen pm,"TABLET, FILM COATED"
11822-0052,Zinc Oxide,Rite Aid Mineral Sensitive Skin Zinc Oxide Sunscreen For Face SPF 50,LOTION
11822-0053,"Titanium Dioxide, Zinc Oxide",Rite Aid Mineral Sunscreen Broad Spectrum SPF 50,LOTION
11822-0058,"Titanium Dioxide, Zinc Oxide",Rite Aid Mineral Sunscreen Broad Spectrum SPF 50,SPRAY
11822-0060,Zinc Oxide,Rite Aid Mineral Zinc Oxide Sunscreen Broad Spectrum SPF 50,STICK
11822-0061,omeprazole,omeprazole,"CAPSULE, DELAYED RELEASE"
11822-0062,Adapalene,ADAPALENE,GEL
11822-0063,OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,SOLUTION
11822-0064,OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,SOLUTION
11822-0072,Eucalyptol,Antiseptic Mouth Rinse,MOUTHWASH
11822-0080,Terbinafine Hydrochloride,Athletes Foot,CREAM
11822-0084,Ibuprofen and Pseudoephedrine Hydrochloride,Ibuprofen and Pseudoephedrine Hydrochloride,"TABLET, COATED"
11822-0103,"Lanolin, Petrolatum","Lanolin, Petrolatum",OINTMENT
11822-0104,Acetaminophen,Pain Relief Regular Strength,TABLET
11822-0107,Acetaminophen,childrens fever reducer and pain reliever,SUSPENSION
11822-0112,Pseudoephedrine HCl,Sinus Pressure and Congestion Relief Maximum Strength,"TABLET, FILM COATED"
11822-0113,Hydrocortisone 1%,Rite Aid Cortisone,SPRAY
11822-0116,Chlorhexidine Gluconate 4%,Antiseptic Skin Cleanser,LIQUID
11822-0123,Ultra Thin Corn Removers,Salicylic Acid,PATCH
11822-0124,Nicotine Polacrilex,nicotine,LOZENGE
11822-0125,Medicated Callus Removers Extra Thick,Salicylic acid,PATCH
11822-0128,Liquid Bandage,Benzethonium chloride Plus Dyclonine hydrochloride,LIQUID
11822-0132,Ultra Thin Corn Removers,Salicylic Acid,PATCH
11822-0134,Wart Remover,Salicylic acid,PLASTER
11822-0135,Athletes Foot Powder Spray Talc Free,Miconazole Nitrate,"AEROSOL, POWDER"
11822-0157,Aspirin,Pain Relief Aspirin,"TABLET, FILM COATED"
11822-0166,Ibuprofen,Childrens Ibuprofen,SUSPENSION
11822-0170,Nicotine Polacrilex,nicotine,"GUM, CHEWING"
11822-0190,Diphenhydramine HCl,Allergy Relief,CAPSULE
11822-0198,Dimenhydrinate,Motion Sickness Relief,TABLET
11822-0201,Nicotine Polacrilex,nicotine,LOZENGE
11822-0203,"Polyethylene glycol 400, Propylene glycol",Rite Aid Hydration Lubricant Eye Drops,SOLUTION/ DROPS
11822-0209,miconazole nitrate,miconazole 3,KIT
11822-0216,Calcium carbonate,Rite Aid Extra Strength Tropical Fruit,"TABLET, CHEWABLE"
11822-0220,Clotrimazole,Clotrimazole,CREAM
11822-0223,"Famotidine, Calcium Carbonate, Magnesium Hydroxide",acid reducer plus antacid,"TABLET, CHEWABLE"
11822-0231,Ibuprofen,Ibuprofen,"CAPSULE, LIQUID FILLED"
11822-0241,levocetirizine dihydrochloride,allergy relief,"TABLET, FILM COATED"
11822-0255,Ibuprofen,ibuprofen,SUSPENSION/ DROPS
11822-0265,Lidocaine 5%,Rite Aid Rectal Care,CREAM
11822-0269,Nicotine Polacrilex,nicotine,"GUM, CHEWING"
11822-0277,"Polyethylene glycol 400, Tetrahydrozoline HCl, Zinc sulfate",Rite Aid Multi-Symptom Relief Eye Drops,SOLUTION/ DROPS
11822-0286,Benzalkonium chloride,Simplify Antibacterial Hand Wipes,CLOTH
11822-0291,Ibuprofen,Ibuprofen,"TABLET, FILM COATED"
11822-0292,Ibuprofen,Pain Relief Ibuprofen,"TABLET, FILM COATED"
11822-0298,Sennosides,Senna,"TABLET, FILM COATED"
11822-0304,oxymetazoline hydrochloride,nasal,SPRAY
11822-0306,Polyethylene Glycol 3350,Laxative,"POWDER, FOR SOLUTION"
11822-0309,Nicotine Polacrilex,nicotine,"GUM, CHEWING"
11822-0312,Calcium carbonate,Rite Aid Ultra Strength Peppermint Flavor,"TABLET, CHEWABLE"
11822-0316,Benzocaine,Rite Aid Maximum Strength,"GEL, DENTIFRICE"
11822-0328,"Acetaminophen, dextromethorphan HBr, Doxylamine Succinate, Guaifenesin, Phenylephrine HCl",daytime nighttime severe cold and flu relief,KIT
11822-0329,Diphenhydramine HCl,Allergy Relief,"TABLET, FILM COATED"
11822-0344,Nicotine Polacrilex,Nicotine,LOZENGE
11822-0345,Benzocaine,Rite Aid Maximum Strength,LIQUID
11822-0352,Nicotine Polacrilex,nicotine,"GUM, CHEWING"
11822-0374,"Acetaminophen, Aspirin, Caffeine",migraine relief,"TABLET, FILM COATED"
11822-0375,Loperamide HCl,Anti-Diarrheal,TABLET
11822-0379,Diphenhydramine HCl,Childrens Allergy Relief,SOLUTION
11822-0390,"Acetaminophen, Caffeine and Pyrilamine maleate",Menstrual Complete Maximum Strength,"TABLET, FILM COATED"
11822-0392,Ibuprofen,pain relief ibuprofen,"TABLET, FILM COATED"
11822-0393,Ibuprofen,Ibuprofen,"TABLET, FILM COATED"
11822-0397,Aspirin,"Pain Relief Aspirin Chewable, Low Dose","TABLET, CHEWABLE"
11822-0399,magnesium hydroxide,MILK OF MAGNESIA CHERRY,LIQUID
11822-0424,Nicotine Polacrilex,nicotine,LOZENGE
11822-0427,"SODIUM BICARBONATE, SODIUM CHLORIDE",Soft Tip Neti Pot Sinus Wash Rite Aid,KIT
11822-0428,"Acetaminophen, Caffeine",Tension Headache Aspirin-Free,"TABLET, FILM COATED"
11822-0429,"SODIUM BICARBONATE, SODIUM CHLORIDE",Soft Tip Squeeze bottle Sinus Wash Rite Aid,KIT
11822-0441,Doxylamine succinate,sleep aid,TABLET
11822-0443,Triamcinolone acetonide,Nasal Allergy,"SPRAY, METERED"
11822-0453,Omeprazole,omeprazole,"TABLET, DELAYED RELEASE"
11822-0456,Nicotine Polacrilex,Nicotine,"GUM, CHEWING"
11822-0462,Chlorpheniramine maleate and Phenylephrine HCl,Sinus and Allergy Relief PE,TABLET
11822-0469,Sodium Chloride,Sterile Saline Mist Rite Aid,SPRAY
11822-0470,Sodium Chloride,Extra Strenght Saline Mist Rite Aid,SPRAY
11822-0472,"Sodium Chloride, Sodium Bicarbonate",Sinus Wash Pre Mixed Ready to Use Rite Aid,KIT
11822-0475,Cetirizine HCl,childrens allergy relief,SOLUTION
11822-0484,"SODIUM BICARBONATE, SODIUM CHLORIDE",Sinus Wash Packet,POWDER
11822-0485,Diphenhydramine HCl and Phenylephrine HCl,Allergy Plus Sinus Relief,"TABLET, FILM COATED"
11822-0494,dextromethorphan polistirex,Cough DM,"SUSPENSION, EXTENDED RELEASE"
11822-0500,"famotidine, calcium carbonate and magnesium hydroxide",Acid Reducer Plus Antacid,"TABLET, CHEWABLE"
11822-0511,"Acetaminophen, dextromethorphan HBr, doxylamine succinate, phenylephrine HCl",nighttime severe cold and flu relief,SOLUTION
11822-0519,Acetaminophen,pain relief acetaminophen Extra Strength,"TABLET, COATED"
11822-0527,"Acetaminophen, Guaifenesin and Phenylephrine HCl",Sinus Congestion and Pain Relief Non-Drowsy/Daytime,"TABLET, FILM COATED"
11822-0534,ZINC OXIDE,Zinc Oxide,OINTMENT
11822-0552,Pheniramine Maleate and Naphazoline Hydrochloride,Eye Allergy Relief,SOLUTION/ DROPS
11822-0556,Acetaminophen and Diphenhydramine HCl,Pain Relief Acetaminophen PM,"TABLET, COATED"
11822-0558,loratadine,loratadine,"TABLET, ORALLY DISINTEGRATING"
11822-0588,Acetaminophen and Phenylephrine HCl,"Sinus Congestion and Pain Relief Non-Drowsy, Daytime","TABLET, COATED"
11822-0589,Ibuprofen,Ibuprofen,"CAPSULE, LIQUID FILLED"
11822-0590,acetaminophen,infants fever reducer and pain reliever,SUSPENSION
11822-0595,Acetaminophen,childrens fever reducer and pain reliever,SUSPENSION
11822-0596,Calcium Carbonate,Childrens Antacid,"TABLET, CHEWABLE"
11822-0599,Diphenhydramine HCl,Childrens Allergy Relief,"TABLET, CHEWABLE"
11822-0600,Aspirin,Pain Relief Aspirin Low Dose,"TABLET, DELAYED RELEASE"
11822-0612,Loratadine,allergy relief,TABLET
11822-0613,Benzocaine,3X Medicated Toothache and Gum Gel,GEL
11822-0614,Benzocaine,4X Medicated Severe Toothache and Gum Cream,CREAM
11822-0615,Benzocaine,4X Medicated Severe Toothache and Gum Gel,GEL
11822-0619,Dimethicone,Daily Moisturizing,LOTION
11822-0620,Loratadine,childrens allergy relief,SOLUTION
11822-0639,Menthol 10.5%,Rite Aid Cooling Pain Relief,SPRAY
11822-0640,"Acetaminophen, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl",Cold and Flu Relief Severe Daytime,"TABLET, FILM COATED"
11822-0645,Castor Oil,Rite Aid Castor Oil,LIQUID
11822-0647,"Diphenhydramine HCl 2%, Zinc Acetate 0.1%",Rite Aid Itch Relief,SPRAY
11822-0650,Pseudoephedrine HCl,sinus pressure and congestion relief maximum strength,"TABLET, FILM COATED, EXTENDED RELEASE"
11822-0660,Ibuprofen,ibuprofen,SUSPENSION
11822-0662,Chlorpheniramine Maleate,allergy relief,TABLET
11822-0664,"Eucalyptol, menthol, methyl salicylate, thymol",Antispetic,MOUTHWASH
11822-0672,Diphenhydramine HCl,sleep aid,"TABLET, FILM COATED"
11822-0676,Bisacodyl,laxative for women,"TABLET, DELAYED RELEASE"
11822-0677,"Acetaminophen, Dextromethorphan HBr, Doxylamine Succinate, Phenylephrine HCl",Severe Nighttime Cold and Flu Relief,"TABLET, FILM COATED"
11822-0685,Diphenhydramine HCl,Sleep-Aid,"TABLET, CHEWABLE"
11822-0689,"Chlorpheniramine Maleate, Dextromethorphan HBr",Cough and Cold HBP,"TABLET, FILM COATED"
11822-0699,Nicotine Polacrilex,Nicotine,"GUM, CHEWING"
11822-0710,"acetaminophen, dextromethorphan hbr, guaifenesin, phenylephrine hcl",Daytime Severe Cold and Flu Relief,SOLUTION
11822-0733,"Guaifenesin, Dextromethorphan HBr",Mucus Relief DM,TABLET
11822-0738,"Acetaminophen, Chlorpheniramine maleate, Dextromethorphan HBr",Flu HBP Maximum Strength,"TABLET, FILM COATED"
11822-0755,nicotine polacrilex,nicotine,"GUM, CHEWING"
11822-0763,"Acetaminophen, Dextromethorphan HBr, Doxylamine Succinate, Phenylephrine HCl",severe cold and flu relief,SOLUTION
11822-0766,Acetaminophen,infants fever reducer and pain reliever,SUSPENSION
11822-0773,Sennosides,Laxative,"TABLET, FILM COATED"
11822-0775,Meclizine HCl,Less Drowsy Motion Sickness Relief,TABLET
11822-0776,Lidocaine HCl 0.5%,Sunburn Relief,GEL
11822-0780,Antifungal Liquid Spray,Tolnaftate,"AEROSOL, SPRAY"
11822-0782,Jock Itch Powder,Tolnaftate,"AEROSOL, SPRAY"
11822-0788,Naproxen Sodium,Naproxen Sodium,"CAPSULE, LIQUID FILLED"
11822-0789,"IBUPROFEN, DIPHENHYDRAMINE HCL","IBUPROFEN, DIPHENHYDRAMINE HCL","CAPSULE, LIQUID FILLED"
11822-0790,Bisacodyl,Laxative,"TABLET, DELAYED RELEASE"
11822-0800,Miconazole nitrate,Miconazole 3,KIT
11822-0801,loratadine,childrens allergy relief,"TABLET, CHEWABLE"
11822-0812,Acetaminophen,Pain Relief Extra Strength,"TABLET, FILM COATED"
11822-0851,"Acetaminophen, Dextromethorphan HBr, Doxylamine succinate, Phenylephrine HCL",Daytime Nighttime Cold Flu Relief,KIT
11822-0870,diclofenac sodium,Diclofenac Sodium,GEL
11822-0873,Nicotine Polacrilex,Nicotine,LOZENGE
11822-0891,Chlorhexidine Gluconate 4%,Antiseptic Skin Cleanser,SOLUTION
11822-0894,Ibuprofen,Ibuprofen,"CAPSULE, LIQUID FILLED"
11822-0897,Ibuprofen,ibuprofen childrens,SUSPENSION
11822-0898,Esomeprazole,esomeprazole magnesium,"CAPSULE, DELAYED RELEASE"
11822-0901,Fluticasone propionate,allergy nasal,"SPRAY, METERED"
11822-0904,Nicotine polacrilex,nictoine gum,"GUM, CHEWING"
11822-0905,nicotine polacrilex,Nicotine,LOZENGE
11822-0918,Diphenhydramine HCl,Childrens Dye Free Allergy Relief,SOLUTION
11822-0919,loratadine,loratadine,"TABLET, ORALLY DISINTEGRATING"
11822-0924,"Avobenzone, Homosalate, Octisalate, Octocrylene",Sunscreen,LOTION
11822-0957,Nicotine Polacrilex,Mini Nicotine,LOZENGE
11822-0959,Acetaminophen,childrens fever reducer and pain reliever,SUSPENSION
11822-0971,nicotine polacrilex,nicotine,"GUM, CHEWING"
11822-1002,Cetirizine Hydrochloride,all day allergy,"TABLET, FILM COATED"
11822-1003,"loperamide hydrochloride, simethicone",anti diarrheal anti gas,TABLET
11822-1013,"Avobenzone, Homosalate,Otisalate, Octocrylene",Sunscreen,SPRAY
11822-1014,famotidine,acid relief,"TABLET, FILM COATED"
11822-1015,Menthol 16%,Rite Aid Hot and Cold Roll On,LIQUID
11822-1029,Calcium Carbonate,Rite Aid Pharmacy Extra Strength Assorted Berries,"TABLET, CHEWABLE"
11822-1037,Calcium Carbonate,Rite Aid Ultra Strength Assorted Berries,"TABLET, CHEWABLE"
11822-1039,Calcium Carbonate,Extra Strength Antacid,"TABLET, CHEWABLE"
11822-1040,omeprazole,omeprazole,"TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE"
11822-1050,Aluminum Hydroxide and Magnesium Carbonate,Rite Aid Extra Strength,"TABLET, CHEWABLE"
11822-1051,aluminum hydroxide and magnesium carbonate,Rite Aid Extra Strength,"TABLET, CHEWABLE"
11822-1055,"loratadine, Pseudoephedrine sulfate",Allergy Relief D,"TABLET, FILM COATED, EXTENDED RELEASE"
11822-1067,"Glycerin, Hypromellose, Polyethylene glycol 400",Rite Aid Eye Drops Dry Eye Relief,SOLUTION
11822-1070,Diphenhydramine HCl 2%,Rite Aid Anti-Itch,GEL
11822-1076,Isopropyl Alcohol,Rite Aid Swimmers Ear Drops,LIQUID
11822-1103,Nicotine Polacrilex,nicotine,"GUM, CHEWING"
11822-1110,Clotrimazole,Rite Aid antifungal ringworm,CREAM
11822-1131,Acetaminophen and Ibuprofen (NSAID),Acetaminophen and Ibuprofen (NSAID),TABLET
11822-1156,Calcium carbonate,Rite Aid Extra Strength Assorted Fruits,"TABLET, CHEWABLE"
11822-1166,Calcium Carbonate,Extra Strength Smooth Antacid,"TABLET, CHEWABLE"
11822-1181,Zincum Gluconicum,Rite Aid Ultra Zinc Cold Therapy,"TABLET, CHEWABLE"
11822-1182,ZINCUM GLUCONICUM,Rite Aid Zinc Cold Therapy,"TABLET, CHEWABLE"
11822-1183,Zincum Gluconicum,Rite Aid Zinc Cold Therapy,TABLET
11822-1189,Cetirizine HCl,childrens allergy relief,SOLUTION
11822-1190,omeprazole,omeprazole,"TABLET, DELAYED RELEASE"
11822-1194,Famotidine,acid relief,"TABLET, FILM COATED"
11822-1199,Polyethylene Glycol 3350,laxative,"POWDER, FOR SOLUTION"
11822-1222,Carbamide Peroxide 6.5%,EarWax Removal Kit Rite Aid,KIT
11822-1224,Carbamide Peroxide 6.5%,EAR WAX RMVL Rite Aid,LIQUID
11822-1233,ISOPROPYL ALCOHOL 94.998% GLYCERIN 5%,EAR DRYING AGENT,LIQUID
11822-1247,Petrolatum,Advanced Healing,OINTMENT
11822-1254,Bismuth Subsalicylate,Rite Aid Digestive Relief,"TABLET, FILM COATED"
11822-1260,minoxidil,hair regrowth treatment,SOLUTION
11822-1297,Allantoin 0.5%,Rite Aid Scar,GEL
11822-1332,"Dextromethorphan Hydrobromide, Guaifenesin",tussin cough chest congestion,SOLUTION
11822-1343,"Benzocaine 20%, Menthol 0.5%",Rite Aid Pain Relieving,SPRAY
11822-1405,"OCTOCRYLENE, ZINC OXIDE",Rite Aid Zinc SPF 50,LOTION
11822-1462,Hydrogen Peroxide,Sore Mouth Cleanser,MOUTHWASH
11822-1512,Calcium Carbonate,Kids Antacid,"TABLET, CHEWABLE"
11822-1521,Ibuprofen,childrens ibuprofen,"TABLET, CHEWABLE"
11822-1590,"Acetaminophen, Aspirin and caffeine",Pain Reliever Extra Strength,"TABLET, FILM COATED"
11822-1616,Benzocaine,Toothache and Gum Relief Cushions,DRESSING
11822-1630,"dextromethorphan hydrobromide, guaifenesin",tussin cough and chest congestion,SOLUTION
11822-1649,nicotine polacrilex,Nicotine,LOZENGE
11822-1685,Ibuprofen,childrens ibuprofen,SUSPENSION
11822-1720,Nicotine Polacrilex,nicotine,LOZENGE
11822-1812,"dextromethorphan HBr, guaifenesin",mucus relief DM MAX,"TABLET, EXTENDED RELEASE"
11822-1879,Ibuprofen,Dye-Free Ibuprofen,"CAPSULE, LIQUID FILLED"
11822-1978,"Avobenzone, Homosalate, Octisalate, Octocrylene",sheer,LOTION
11822-1987,ACETAMINOPHEN 325 mg DEXTROMETHORPHAN HBr 15 mg DOXYLAMINE SUCCINATE 6.25 mg,MULTI-SYMPTOM COLD AND FLU RELIEF NIGHTTIME,"CAPSULE, LIQUID FILLED"
11822-1989,ACETAMINOPHEN 325 mg DEXTROMETHORPHAN HBr 10 mg PHENYLEPHRINE HCI 5 mg,MULTI-SYMPTOM COLD AND FLU RELIEF DAYTIME,"CAPSULE, LIQUID FILLED"
11822-2000,Benzalkonium Chloride,Simplify White Tea LHS,LIQUID
11822-2002,Benzalkonium Chloride,Simplify Crisp Clean LHS,LIQUID
11822-2003,Benzalkonium Chloride,Simplify Clean and Protect Cool Splash LHS,LIQUID
11822-2019,Calcium Carbonate,Rite Aid Extra Strength Assorted Fruit,"TABLET, CHEWABLE"
11822-2025,Calcium Polycarbophil,Rite Aid Fiber Caplets,"TABLET, FILM COATED"
11822-2069,Hydrocortisone Acetate,Hydrocortisone,CREAM
11822-2090,Hydrocortisone,Hydrocortisone Plus 12 Moisturizers,CREAM
11822-2099,Hydrocortisone,Rite Aid anti-itch,CREAM
11822-2100,Butenafine Hydrochloride,Athletes Foot,CREAM
11822-2106,Cetirizine Hydrochloride,Rite Aid childrens allergy relief,SOLUTION
11822-2123,guaifenesin,mucus relief,"TABLET, MULTILAYER, EXTENDED RELEASE"
11822-2215,HYDROCORTISONE,Maximum Strength Scalp Itch Relief Anti-itch,LIQUID
11822-2219,"dextromethorphan hydrobromide, guaifenesin",mucus relief DM,"TABLET, EXTENDED RELEASE"
11822-2221,Methylcellulose,Rite Aid Fiber Therapy,TABLET
11822-2260,caffeine,stay awake,TABLET
11822-2270,Aspirin,aspirin pain relief,"TABLET, DELAYED RELEASE"
11822-2313,Purified Water,Rite Aid Eye Wash,SOLUTION
11822-2331,Nicotine Polacrilex,Nicotine Polacrilex,"GUM, CHEWING"
11822-2350,Acetaminophen and Diphenhydramine HCl,Pain Relief Acetaminophen PM Extra Strength,"TABLET, FILM COATED"
11822-2430,Bismuth subsalicylate,Rite Aid Stomach Relief Original Flavor,"TABLET, CHEWABLE"
11822-2685,Hydrocortisone 1%,Rite Aid Hydrocortisone,OINTMENT
11822-2910,Bismuth subsalicylate,Stomach Relief Regular Strength,LIQUID
11822-2944,"glycerin, phenylephrine HCl, pramoxine HCl, white petrolatum",Hemorrhoidal,CREAM
11822-3000,Doxylamine Succinate,sleep aid,TABLET
11822-3009,"Cetirizine hydrochloride, Pseudoephedrine hydrochloride",allergy relief-D,"TABLET, FILM COATED, EXTENDED RELEASE"
11822-3016,Calcium Carbonate,RITE AID Pharmacy Ultra Strength Assorted Fruits,"TABLET, CHEWABLE"
11822-3024,"Hydrogen Peroxide, Menthol",Oral Sore Antiseptic,LIQUID
11822-3101,"Pramoxine HCl 1%, Zinc Acetate 0.1%",Rite Aid Cala Itch Relief,SPRAY
11822-3108,"Eucalyptol, Menthol, Methyl salicylate, Thymol",Oral Care Antiseptic,MOUTHWASH
11822-3109,Phenol,Sore Throat,SPRAY
11822-3111,PHENAZOPYRIDINE HYDROCHLORIDE,Rite Aid Maximum Strength Urinary Pain Relief,TABLET
11822-3115,"Avobenzone 3%, Homosalate 15%, Octisalate 5%, Octocrylene 10%",Ryshi SPF 50 Sunscreen,STICK
11822-3120,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, phenylephrine hydrochloride",severe cold and flu relief,SOLUTION
11822-3130,HYDROCORTISONE,Rite Aid Anti-itch,CREAM
11822-3135,White Petrolatum,Pure petroleum,JELLY
11822-3252,Guaifenesin,Mucus Relief,TABLET
11822-3307,Ibuprofen,Ibuprofen,"CAPSULE, LIQUID FILLED"
11822-3312,Glycerin,Glycerin,SUPPOSITORY
11822-3315,nicotine polacrilex,Nicotine Mini,LOZENGE
11822-3317,nicotine polacrilex,Maxi Nicotine,LOZENGE
11822-3318,"Acetaminophen, Dextromethorphan Hydrobromide, Doxylamine Succinate",Nighttime Cold and Flu,LIQUID
11822-3321,Glycerin,Glycerin,SUPPOSITORY
11822-3324,"aluminum hydroxide, magnesium hydroxide, dimethicone",REGULAR STRENGTH ANTACID AND GAS RELIEF,SUSPENSION
11822-3329,magnesium hydroxide,MILK OF MAGNESIA,SUSPENSION
11822-3335,"Acetaminophen, Dextromethorphan HBr, Doxylamine Succinate",Night Time Cold and Flu Relief Multi Symptom,"CAPSULE, LIQUID FILLED"
11822-3343,"Aspirin, Acetaminophen, Caffeine",Headache Relief Extra Strength,"TABLET, FILM COATED"
11822-3374,Lansoprazole,Lansoprazole,"CAPSULE, DELAYED RELEASE"
11822-3391,"Acetaminophen, Dextromethorphan HBr, Phenylephrine HCl",Daytime Cold and Flu Non Drowsy,"CAPSULE, LIQUID FILLED"
11822-3392,"Acetaminophen, Dextromethorphan HBr, Doxylamine Succinate",Night Time Cold and Flu Relief Multi Symptom,"CAPSULE, LIQUID FILLED"
11822-3423,Clotrimazole,Clotrimazole Jock Itch,CREAM
11822-3470,Calcium Carbonate,Extra Strength Antacid Tropical Fruit,TABLET
11822-3480,Calcium Carbonate,Ultra Strength Antacid Peppermint,TABLET
11822-3500,ISOPROPYL ALCOHOL,First Aid Antiseptic Alcohol Pads Isopropyl Alcohol 70 Rite Aid,CLOTH
11822-3506,Vaporizing steam,Rite Aid Pharmacy congestion relief vaporizing steam,LIQUID
11822-3510,Calcium Carbonate,Extra Strength Antacid Assorted Berries,TABLET
11822-3520,Calcium Carbonate,Extra Strength Antacid Assorted Fruit,TABLET
11822-3530,Calcium Carbonate,Extra Strength Smooth Antacid Assorted Fruit,TABLET
11822-3542,Calcium Carbonate,Extra Strength Antacid Orange Cream Sugar Free,TABLET
11822-3550,Calcium Carbonate,Extra Strength Smooth Antacid Assorted Berries,TABLET
11822-3560,Calcium Carbonate,Ultra Strength Antacid Assorted Berries,TABLET
11822-3627,NICOTINE,NICOTINE TRANSDERMAL,KIT
11822-3644,"ATROPA BELLADONNA, ANEMONE PULSATILLA, LYCOPODIUM CLAVATUM SPORE, MATRICARIA CHAMOMILLA, and SULFUR",EAR CARE EARACHE DROPS,LIQUID
11822-3670,Diphenhydramine HCl,Sleep Aid,"TABLET, FILM COATED"
11822-3678,Chlorhexidine Gluconate 4%,Antiseptic Skin Cleanser,LIQUID
11822-3698,Fexofenadine hydrochloride,Allergy Relief,TABLET
11822-3700,Alcohol,Advanced Hand Sanitizer,GEL
11822-3709,ISOPROPYL ALCOHOL,Rite Aid Isopropyl Alcohol Wipes,CLOTH
11822-3727,"aluminum hydroxide, magnesium hydroxide, dimethicone",MAXIMUM STRENGTH ANTACID AND GAS RELIEF,SUSPENSION
11822-3775,Povidone Iodine 10%,Rite Aid Povidone Iodine,LIQUID
11822-3900,"Acetaminophen, Caffeine, Pyrilamine maleate",MENSTRUAL COMPLETE,"TABLET, FILM COATED"
11822-4004,Sodium Fluoride,Anticavity Rinse,MOUTHWASH
11822-4040,Meclizine HCl,Motion Sickness Relief,"TABLET, CHEWABLE"
11822-4099,"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate, phenylephrine hydrochloride",severe cold and flu relief,SOLUTION
11822-4130,"Aspirin, Caffeine",pain relief back and body EXTRA STRENGTH,"TABLET, FILM COATED"
11822-4170,Naproxen Sodium,Back and Muscle Pain,"TABLET, FILM COATED"
11822-4171,Naproxen Sodium,Naproxen Sodium,"TABLET, FILM COATED"
